level,groupName,intentCluster,actionType,suggestedDelta,roas,cost,intentConfidence,sourceIntent,rationale,evidenceTopK,currencyCode,dateStart,dateEnd
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.0,304.94,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +100%, CVR +0%.",Perfectly Snug,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,304.94,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +100%, CVR +0%.",Perfectly Snug,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,41.42,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +100%, CVR +0%.",Perfectly Snug,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - No Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,41.42,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - No Interests'. Momentum: CTR +100%, CVR +0%.",Perfectly Snug,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,2.958,6835.36,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +20%, CVR -55%.",Best Cooling Mattress Topper,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,2.958,6835.36,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +20%, CVR -55%.",Best Cooling Mattress Topper,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,2.958,6835.36,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +20%, CVR -55%.",Best Cooling Mattress Topper,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,4.051,5694.25,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR -8%, CVR -64%.",Best Cooling Mattress Topper,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only / (creative),Mixed,Rotate In Winner,0.0,4.051,5694.25,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR -8%, CVR -64%.",Best Cooling Mattress Topper,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,4.051,5694.25,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR -8%, CVR -64%.",Best Cooling Mattress Topper,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.742,4279.76,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR -71%, CVR +100%.",Better Sleep. Better Life.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.742,4279.76,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR -71%, CVR +100%.",Better Sleep. Better Life.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,2.818,1504.51,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR -1%, CVR +100%.",Better Sleep. Better Life.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only / (creative),Mixed,Rotate In Winner,0.0,2.818,1504.51,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR -1%, CVR +100%.",Better Sleep. Better Life.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,13.76,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +100%, CVR +0%.",Better Sleep. Better Life.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - No Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,13.76,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - No Interests'. Momentum: CTR +100%, CVR +0%.",Better Sleep. Better Life.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,1.045,1841.27,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +12%, CVR -65%.",The World's First Smart Topper,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - No Interests / (creative),Mixed,Rotate In Winner,0.0,1.045,1841.27,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - No Interests'. Momentum: CTR +12%, CVR -65%.",The World's First Smart Topper,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,20.68,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +100%, CVR +0%.",The World's First Smart Topper,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,3.354,1692.69,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +23%, CVR -77%.",Smart Cooling Topper,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,3.354,1692.69,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +23%, CVR -77%.",Smart Cooling Topper,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,3.354,1692.69,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +23%, CVR -77%.",Smart Cooling Topper,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.0,874.56,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +70%, CVR -100%.",Read Our Customer Reviews,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,874.56,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +70%, CVR -100%.",Read Our Customer Reviews,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,0.0,874.56,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +70%, CVR -100%.",Read Our Customer Reviews,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,178.14,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +22%, CVR -100%.",Read Our Customer Reviews,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - No Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,178.14,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - No Interests'. Momentum: CTR +22%, CVR -100%.",Read Our Customer Reviews,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,0.0,178.14,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +22%, CVR -100%.",Read Our Customer Reviews,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,9.359,800.45,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +2%, CVR +100%.",Read Our Customer Reviews,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only / (creative),Mixed,Rotate In Winner,0.0,9.359,800.45,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +2%, CVR +100%.",Read Our Customer Reviews,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,9.359,800.45,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +2%, CVR +100%.",Read Our Customer Reviews,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,2.408,229.33,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR -28%, CVR +100%.",Easy temperature control. Uses airflow. No water leakage. No chunky tubes. Don't miss out!,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,2.408,229.33,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR -28%, CVR +100%.",Easy temperature control. Uses airflow. No water leakage. No chunky tubes. Don't miss out!,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Rotate In Winner,0.0,2.408,229.33,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests'. Momentum: CTR -28%, CVR +100%.",Easy temperature control. Uses airflow. No water leakage. No chunky tubes. Don't miss out!,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.0,799.66,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +102%, CVR -100%.",Dual Zone Controls,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,799.66,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +102%, CVR -100%.",Dual Zone Controls,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,0.0,799.66,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +102%, CVR -100%.",Dual Zone Controls,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,2.042,1104.87,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +24%, CVR -61%.",Perfectly Snug - Cooling Mattress Topper,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.0,14.93,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +100%, CVR +0%.",Optimize Your Sleep,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,14.93,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +100%, CVR +0%.",Optimize Your Sleep,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,9.62,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +100%, CVR +0%.",Optimize Your Sleep,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - No Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,9.62,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - No Interests'. Momentum: CTR +100%, CVR +0%.",Optimize Your Sleep,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.0,225.71,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR -77%, CVR -100%.",Greatly Improve Your Sleep Quality By Optimizing Your Sleep With Our Sleep Technology.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,225.71,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR -77%, CVR -100%.",Greatly Improve Your Sleep Quality By Optimizing Your Sleep With Our Sleep Technology.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,0.0,225.71,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR -77%, CVR -100%.",Greatly Improve Your Sleep Quality By Optimizing Your Sleep With Our Sleep Technology.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,204.67,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +48%, CVR -100%.",Greatly Improve Your Sleep Quality By Optimizing Your Sleep With Our Sleep Technology.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - No Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,204.67,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - No Interests'. Momentum: CTR +48%, CVR -100%.",Greatly Improve Your Sleep Quality By Optimizing Your Sleep With Our Sleep Technology.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,0.0,204.67,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +48%, CVR -100%.",Greatly Improve Your Sleep Quality By Optimizing Your Sleep With Our Sleep Technology.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,5.75,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR -66%, CVR -100%.",Greatly Improve Your Sleep Quality By Optimizing Your Sleep With Our Sleep Technology.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.0,5.75,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR -66%, CVR -100%.",Greatly Improve Your Sleep Quality By Optimizing Your Sleep With Our Sleep Technology.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,0.0,5.75,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR -66%, CVR -100%.",Greatly Improve Your Sleep Quality By Optimizing Your Sleep With Our Sleep Technology.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,5.01,543.15,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR -29%, CVR +105%.",The World's First Smart Topper That Adjusts Cooling & Heating While You Sleep,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests / (creative),Mixed,Rotate In Winner,0.0,5.01,543.15,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests'. Momentum: CTR -29%, CVR +105%.",The World's First Smart Topper That Adjusts Cooling & Heating While You Sleep,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,0.76,434.46,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +23%, CVR +100%.",Perfectly Snug Topper,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.619,899.94,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +90%, CVR -88%.",Set Your Temperature,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.619,899.94,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +90%, CVR -88%.",Set Your Temperature,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,0.619,899.94,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +90%, CVR -88%.",Set Your Temperature,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,2.037,342.81,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +44%, CVR -80%.",Try 30-Days Risk Free,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,2.037,342.81,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +44%, CVR -80%.",Try 30-Days Risk Free,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,3.114,1434.69,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +72%, CVR -76%.",Hot Flash Relief,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,3.114,1434.69,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +72%, CVR -76%.",Hot Flash Relief,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,3.114,1434.69,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +72%, CVR -76%.",Hot Flash Relief,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.426,1308.6,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +92%, CVR -90%.",Don't Argue Over Temperature,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.426,1308.6,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +92%, CVR -90%.",Don't Argue Over Temperature,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,0.426,1308.6,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +92%, CVR -90%.",Don't Argue Over Temperature,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,6.147,1184.67,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +5%, CVR +100%.",Don't Argue Over Temperature,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only / (creative),Mixed,Rotate In Winner,0.0,6.147,1184.67,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +5%, CVR +100%.",Don't Argue Over Temperature,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,6.147,1184.67,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +5%, CVR +100%.",Don't Argue Over Temperature,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,4.399,1094.44,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +40%, CVR -35%.",Works On Any Mattress,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,4.399,1094.44,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +40%, CVR -35%.",Works On Any Mattress,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,4.399,1094.44,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +40%, CVR -35%.",Works On Any Mattress,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,532.91,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +25%, CVR +0%.",Works On Any Mattress,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed Only - No Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,532.91,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - No Interests'. Momentum: CTR +25%, CVR +0%.",Works On Any Mattress,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_ExcludeAllBrands_MaxConvtCPA / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,0.0,532.91,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR +25%, CVR +0%.",Works On Any Mattress,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,5.27,478.69,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR -9%, CVR +100%.",Works On Any Mattress,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only / (creative),Mixed,Rotate In Winner,0.0,5.27,478.69,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR -9%, CVR +100%.",Works On Any Mattress,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed - Assets - Interests (BREEZE25) / (creative),Mixed,Rotate In Winner,0.0,5.27,478.69,,CREATIVE,"Winner asset; rotate into sibling group 'Feed - Assets - Interests (BREEZE25)'. Momentum: CTR -9%, CVR +100%.",Works On Any Mattress,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,13.975,447.27,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +55%, CVR +103%.",No Subscription Needed,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,13.975,447.27,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +55%, CVR +103%.",No Subscription Needed,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.0,227.4,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR -49%, CVR +0%.",Choose Perfectly Snug. No water leaks. No maintenance. No bulky equipment.,CAD,2025-07-02,2025-09-29
Group,US_PerformanceMax_TotalCoverage_MaxConvtCPA / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,227.4,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR -49%, CVR +0%.",Choose Perfectly Snug. No water leaks. No maintenance. No bulky equipment.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only - Interests / (creative),Mixed,Rotate In Winner,0.0,0.0,13.51,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only - Interests'. Momentum: CTR +100%, CVR +0%.",Choose Perfectly Snug. No water leaks. No maintenance. No bulky equipment.,CAD,2025-07-02,2025-09-29
Group,CA_PerformanceMax_TotalCoverage_MaxConvValue / Feed Only / (creative),Mixed,Rotate In Winner,0.0,0.0,13.51,,CREATIVE,"Winner asset; rotate into sibling group 'Feed Only'. Momentum: CTR +100%, CVR +0%.",Choose Perfectly Snug. No water leaks. No maintenance. No bulky equipment.,CAD,2025-07-02,2025-09-29
